SN+ Sample Number (READONLY)+,XG+ Gravity Center+,YG+ Gravity Center+,ZG+ Gravity Center+,chloride_klassen{laag},chloride_klassen{midden},chloride_klassen{hoog}
3012663,13825.00,370825.00,-19.75,3000,5000,5000
3012664,13825.00,370825.00,-19.25,3000,3000,5000
3012665,13825.00,370825.00,-18.75,2000,3000,5000
3012666,13825.00,370825.00,-18.25,2000,3000,5000
3012667,13825.00,370825.00,-17.75,2000,3000,5000
3012668,13825.00,370825.00,-17.25,1500,3000,5000
3012669,13825.00,370825.00,-16.75,1500,3000,3000
3012670,13825.00,370825.00,-16.25,1500,3000,3000
3012671,13825.00,370825.00,-15.75,1500,3000,3000
3012672,13825.00,370825.00,-15.25,1500,3000,3000
3012673,13825.00,370825.00,-14.75,1500,3000,3000
3012674,13825.00,370825.00,-14.25,1250,2000,3000
3012675,13825.00,370825.00,-13.75,1000,2000,3000
3012676,13825.00,370825.00,-13.25,750,2000,3000
3012677,13825.00,370825.00,-12.75,500,1500,3000
3012678,13825.00,370825.00,-12.25,300,1500,3000
3012679,13825.00,370825.00,-11.75,150,1500,3000
3012680,13825.00,370825.00,-11.25,0,1000,2000
3012681,13825.00,370825.00,-10.75,0,500,2000
3012682,13825.00,370825.00,-10.25,0,500,2000
3012683,13825.00,370825.00,-9.75,0,500,2000
3012684,13825.00,370825.00,-9.25,0,300,1500
3012685,13825.00,370825.00,-8.75,0,150,1000
3012686,13825.00,370825.00,-8.25,0,150,1000
3012687,13825.00,370825.00,-7.75,0,150,750
3012688,13825.00,370825.00,-7.25,0,0,300
3012689,13825.00,370825.00,-6.75,0,0,0
3012690,13825.00,370825.00,-6.25,0,0,0
3012691,13825.00,370825.00,-5.75,0,0,0
3012692,13825.00,370825.00,-5.25,0,0,0
3012693,13825.00,370825.00,-4.75,0,0,0
3012694,13825.00,370825.00,-4.25,0,0,0
3012695,13825.00,370825.00,-3.75,0,0,0
3012696,13825.00,370825.00,-3.25,0,0,0
3012697,13825.00,370825.00,-2.75,0,0,0
3012698,13825.00,370825.00,-2.25,0,0,0
3012699,13825.00,370825.00,-1.75,0,0,0
3012700,13825.00,370825.00,-1.25,0,0,0
3012701,13825.00,370825.00,-0.75,0,0,0
3012702,13825.00,370825.00,-0.25,0,0,0
3012703,13825.00,370825.00,0.25,0,0,0
3012704,13825.00,370825.00,0.75,0,0,0
3012705,13825.00,370825.00,1.25,0,0,0
3012706,13825.00,370825.00,1.75,0,0,0
3013013,13825.00,370875.00,-39.75,0,0,0
3013014,13825.00,370875.00,-39.25,0,0,0
3013015,13825.00,370875.00,-38.75,0,0,0
3013016,13825.00,370875.00,-38.25,0,0,0
3013017,13825.00,370875.00,-37.75,0,0,300
3013018,13825.00,370875.00,-37.25,0,0,500
3013019,13825.00,370875.00,-36.75,0,0,500
3013020,13825.00,370875.00,-36.25,0,0,500
3013021,13825.00,370875.00,-35.75,0,0,750
3013022,13825.00,370875.00,-35.25,0,0,1000
3013023,13825.00,370875.00,-34.75,0,0,1000
3013024,13825.00,370875.00,-34.25,0,0,1250
3013025,13825.00,370875.00,-33.75,0,500,1500
3013026,13825.00,370875.00,-33.25,0,750,1500
3013027,13825.00,370875.00,-32.75,0,1000,2000
3013028,13825.00,370875.00,-32.25,0,1000,2000
3013029,13825.00,370875.00,-31.75,0,1000,2000
3013030,13825.00,370875.00,-31.25,0,1000,2000
3013031,13825.00,370875.00,-30.75,0,1000,2000
3013032,13825.00,370875.00,-30.25,0,1250,2000
3013033,13825.00,370875.00,-29.75,0,1250,2000
3013034,13825.00,370875.00,-29.25,0,1000,2000
3013035,13825.00,370875.00,-28.75,0,1250,2000
3013036,13825.00,370875.00,-28.25,0,1250,2000
3013037,13825.00,370875.00,-27.75,300,1250,3000
3013038,13825.00,370875.00,-27.25,500,1500,3000
3013039,13825.00,370875.00,-26.75,750,1500,3000
3013040,13825.00,370875.00,-26.25,1250,2000,3000
3013041,13825.00,370875.00,-25.75,1500,3000,3000
3013042,13825.00,370875.00,-25.25,1500,3000,5000
3013043,13825.00,370875.00,-24.75,2000,3000,5000
3013044,13825.00,370875.00,-24.25,2000,3000,5000
3013045,13825.00,370875.00,-23.75,3000,3000,5000
3013046,13825.00,370875.00,-23.25,3000,5000,7500
3013047,13825.00,370875.00,-22.75,3000,5000,7500
3013048,13825.00,370875.00,-22.25,3000,5000,7500
3013049,13825.00,370875.00,-21.75,3000,5000,7500
3013050,13825.00,370875.00,-21.25,3000,5000,7500
3013051,13825.00,370875.00,-20.75,3000,5000,7500
3013052,13825.00,370875.00,-20.25,3000,5000,5000
3013053,13825.00,370875.00,-19.75,2000,5000,5000
3013054,13825.00,370875.00,-19.25,2000,3000,5000
3013055,13825.00,370875.00,-18.75,2000,3000,5000
3013056,13825.00,370875.00,-18.25,2000,3000,5000
3013057,13825.00,370875.00,-17.75,1500,3000,5000
3013058,13825.00,370875.00,-17.25,1250,3000,5000
3013059,13825.00,370875.00,-16.75,1250,3000,5000
3013060,13825.00,370875.00,-16.25,1250,3000,3000
3013061,13825.00,370875.00,-15.75,1250,3000,3000
3013062,13825.00,370875.00,-15.25,1000,3000,3000
3013063,13825.00,370875.00,-14.75,1000,3000,3000
3013064,13825.00,370875.00,-14.25,750,3000,3000
3013065,13825.00,370875.00,-13.75,750,2000,3000
3013066,13825.00,370875.00,-13.25,300,2000,3000
3013067,13825.00,370875.00,-12.75,150,1500,3000
3013068,13825.00,370875.00,-12.25,0,1500,3000
3013069,13825.00,370875.00,-11.75,0,1500,3000
3013070,13825.00,370875.00,-11.25,0,1000,2000
3013071,13825.00,370875.00,-10.75,0,750,2000
3013072,13825.00,370875.00,-10.25,0,750,2000
3013073,13825.00,370875.00,-9.75,0,750,2000
3013074,13825.00,370875.00,-9.25,0,300,2000
3013075,13825.00,370875.00,-8.75,0,150,1250
3013076,13825.00,370875.00,-8.25,0,150,1000
3013077,13825.00,370875.00,-7.75,0,150,750
3013078,13825.00,370875.00,-7.25,0,0,150
3013079,13825.00,370875.00,-6.75,0,0,0
3013080,13825.00,370875.00,-6.25,0,0,0
3013081,13825.00,370875.00,-5.75,0,0,0
3013082,13825.00,370875.00,-5.25,0,0,0
3013083,13825.00,370875.00,-4.75,0,0,0
3013084,13825.00,370875.00,-4.25,0,0,0
3013085,13825.00,370875.00,-3.75,0,0,0
3013086,13825.00,370875.00,-3.25,0,0,0
3013087,13825.00,370875.00,-2.75,0,0,0
3013088,13825.00,370875.00,-2.25,0,0,0
3013089,13825.00,370875.00,-1.75,0,0,0
3013090,13825.00,370875.00,-1.25,0,0,0
3013091,13825.00,370875.00,-0.75,0,0,0
3013092,13825.00,370875.00,-0.25,0,0,0
3013093,13825.00,370875.00,0.25,0,0,0
3013094,13825.00,370875.00,0.75,0,0,0
3013095,13825.00,370875.00,1.25,0,0,0
3013096,13825.00,370875.00,1.75,0,0,0
3013403,13825.00,370925.00,-39.75,0,0,0
3013404,13825.00,370925.00,-39.25,0,0,0
3013405,13825.00,370925.00,-38.75,0,0,0
3013406,13825.00,370925.00,-38.25,0,0,0
3013407,13825.00,370925.00,-37.75,0,0,300
3013408,13825.00,370925.00,-37.25,0,0,500
3013409,13825.00,370925.00,-36.75,0,0,500
3013410,13825.00,370925.00,-36.25,0,0,500
3013411,13825.00,370925.00,-35.75,0,0,750
3013412,13825.00,370925.00,-35.25,0,0,1000
3013413,13825.00,370925.00,-34.75,0,0,1000
3013414,13825.00,370925.00,-34.25,0,0,1250
3013415,13825.00,370925.00,-33.75,0,500,1500
3013416,13825.00,370925.00,-33.25,0,750,2000
3013417,13825.00,370925.00,-32.75,0,1000,2000
3013418,13825.00,370925.00,-32.25,0,1000,2000
3013419,13825.00,370925.00,-31.75,0,1000,2000
3013420,13825.00,370925.00,-31.25,0,1000,2000
3013421,13825.00,370925.00,-30.75,0,1000,2000
3013422,13825.00,370925.00,-30.25,0,1250,2000
3013423,13825.00,370925.00,-29.75,0,1000,2000
3013424,13825.00,370925.00,-29.25,1500,2000,3000
3013425,13825.00,370925.00,-28.75,1000,2000,3000
3013426,13825.00,370925.00,-28.25,1000,2000,3000
3013427,13825.00,370925.00,-27.75,1000,2000,3000
3013428,13825.00,370925.00,-27.25,1250,2000,3000
3013429,13825.00,370925.00,-26.75,1500,3000,3000
3013430,13825.00,370925.00,-26.25,1500,3000,5000
3013431,13825.00,370925.00,-25.75,2000,3000,5000
3013432,13825.00,370925.00,-25.25,1500,3000,5000
3013433,13825.00,370925.00,-24.75,1500,3000,5000
3013434,13825.00,370925.00,-24.25,2000,3000,5000
3013435,13825.00,370925.00,-23.75,2000,3000,5000
3013436,13825.00,370925.00,-23.25,3000,5000,7500
3013437,13825.00,370925.00,-22.75,3000,5000,7500
3013438,13825.00,370925.00,-22.25,3000,5000,7500
3013439,13825.00,370925.00,-21.75,3000,5000,7500
3013440,13825.00,370925.00,-21.25,750,5000,7500
3013441,13825.00,370925.00,-20.75,2000,5000,7500
3013442,13825.00,370925.00,-20.25,2000,5000,5000
3013443,13825.00,370925.00,-19.75,2000,5000,5000
3013444,13825.00,370925.00,-19.25,1500,3000,5000
3013445,13825.00,370925.00,-18.75,1500,3000,5000
3013446,13825.00,370925.00,-18.25,1250,3000,5000
3013447,13825.00,370925.00,-17.75,0,3000,5000
3013448,13825.00,370925.00,-17.25,300,3000,5000
3013449,13825.00,370925.00,-16.75,300,3000,5000
3013450,13825.00,370925.00,-16.25,500,3000,3000
3013451,13825.00,370925.00,-15.75,500,3000,3000
3013452,13825.00,370925.00,-15.25,300,3000,3000
3013453,13825.00,370925.00,-14.75,300,3000,3000
3013454,13825.00,370925.00,-14.25,300,3000,3000
3013455,13825.00,370925.00,-13.75,150,3000,3000
3013456,13825.00,370925.00,-13.25,0,2000,3000
3013457,13825.00,370925.00,-12.75,0,1500,3000
3013458,13825.00,370925.00,-12.25,0,1500,3000
3013459,13825.00,370925.00,-11.75,0,1500,3000
3013460,13825.00,370925.00,-11.25,0,1250,3000
3013461,13825.00,370925.00,-10.75,0,1000,2000
3013462,13825.00,370925.00,-10.25,0,1000,2000
3013463,13825.00,370925.00,-9.75,0,1000,2000
3013464,13825.00,370925.00,-9.25,0,500,2000
3013465,13825.00,370925.00,-8.75,0,300,1500
3013466,13825.00,370925.00,-8.25,0,300,1250
3013467,13825.00,370925.00,-7.75,0,150,1000
3013468,13825.00,370925.00,-7.25,0,0,300
3013469,13825.00,370925.00,-6.75,0,0,0
3013470,13825.00,370925.00,-6.25,0,0,0
3013471,13825.00,370925.00,-5.75,0,0,0
3013472,13825.00,370925.00,-5.25,0,0,0
3013473,13825.00,370925.00,-4.75,0,0,0
3013474,13825.00,370925.00,-4.25,0,0,0
3013475,13825.00,370925.00,-3.75,0,0,0
3013476,13825.00,370925.00,-3.25,0,0,0
3013477,13825.00,370925.00,-2.75,0,0,0
3013478,13825.00,370925.00,-2.25,0,0,0
3013479,13825.00,370925.00,-1.75,0,0,0
3013480,13825.00,370925.00,-1.25,0,0,0
3013481,13825.00,370925.00,-0.75,0,0,0
3013482,13825.00,370925.00,-0.25,0,0,0
3013483,13825.00,370925.00,0.25,0,0,0
3013484,13825.00,370925.00,0.75,0,0,0
3013485,13825.00,370925.00,1.25,0,0,0
3013486,13825.00,370925.00,1.75,0,0,0
3013793,13825.00,370975.00,-39.75,0,0,0
3013794,13825.00,370975.00,-39.25,0,0,150
3013795,13825.00,370975.00,-38.75,0,0,300
3013796,13825.00,370975.00,-38.25,0,0,300
3013797,13825.00,370975.00,-37.75,0,0,750
3013798,13825.00,370975.00,-37.25,0,0,750
3013799,13825.00,370975.00,-36.75,0,0,1000
3013800,13825.00,370975.00,-36.25,0,0,1000
3013801,13825.00,370975.00,-35.75,0,0,1250
3013802,13825.00,370975.00,-35.25,0,0,1500
3013803,13825.00,370975.00,-34.75,0,300,1500
3013804,13825.00,370975.00,-34.25,0,500,1500
3013805,13825.00,370975.00,-33.75,0,750,1500
3013806,13825.00,370975.00,-33.25,150,1000,2000
3013807,13825.00,370975.00,-32.75,300,1500,2000
3013808,13825.00,370975.00,-32.25,300,1500,2000
3013809,13825.00,370975.00,-31.75,300,1500,2000
3013810,13825.00,370975.00,-31.25,500,1500,2000
3013811,13825.00,370975.00,-30.75,0,1000,2000
3013812,13825.00,370975.00,-30.25,0,1000,2000
3013813,13825.00,370975.00,-29.75,500,2000,3000
3013814,13825.00,370975.00,-29.25,500,2000,3000
3013815,13825.00,370975.00,-28.75,1000,2000,3000
3013816,13825.00,370975.00,-28.25,1000,2000,3000
3013817,13825.00,370975.00,-27.75,1000,2000,3000
3013818,13825.00,370975.00,-27.25,1000,2000,3000
3013819,13825.00,370975.00,-26.75,1500,3000,3000
3013820,13825.00,370975.00,-26.25,1500,3000,5000
3013821,13825.00,370975.00,-25.75,1500,3000,5000
3013822,13825.00,370975.00,-25.25,1500,3000,5000
3013823,13825.00,370975.00,-24.75,1500,3000,5000
3013824,13825.00,370975.00,-24.25,2000,3000,5000
3013825,13825.00,370975.00,-23.75,2000,3000,5000
3013826,13825.00,370975.00,-23.25,3000,5000,7500
3013827,13825.00,370975.00,-22.75,3000,5000,7500
3013828,13825.00,370975.00,-22.25,3000,5000,7500
3013829,13825.00,370975.00,-21.75,2000,5000,7500
3013830,13825.00,370975.00,-21.25,2000,5000,7500
3013831,13825.00,370975.00,-20.75,2000,5000,7500
3013832,13825.00,370975.00,-20.25,2000,5000,5000
3013833,13825.00,370975.00,-19.75,2000,5000,5000
3013834,13825.00,370975.00,-19.25,2000,5000,5000
3013835,13825.00,370975.00,-18.75,1500,3000,5000
3013836,13825.00,370975.00,-18.25,1250,3000,5000
3013837,13825.00,370975.00,-17.75,500,3000,5000
3013838,13825.00,370975.00,-17.25,500,3000,5000
3013839,13825.00,370975.00,-16.75,500,3000,5000
3013840,13825.00,370975.00,-16.25,500,3000,5000
3013841,13825.00,370975.00,-15.75,500,3000,3000
3013842,13825.00,370975.00,-15.25,500,3000,3000
